Date,Order ID,Product,City,Discount,Shipping Cost,Sales
15-02-2021,ORD10133,PROD7,Surat,0,86,2514
15-02-2021,ORD10134,PROD8,Pune,0,150,2680
15-02-2021,ORD10135,PROD9,Surat,0,105,4395
16-02-2021,ORD10136,PROD6,Hyderabad,0,110,2740
16-02-2021,ORD10137,PROD6,Pune,12,140,2500
16-02-2021,ORD10138,PROD7,Surat,0,86,2514
16-02-2021,ORD10139,PROD6,Surat,15,90,2460
16-02-2021,ORD10140,PROD6,Surat,20,90,2310
17-02-2021,ORD10141,PROD8,Surat,15,100,2305.5
17-02-2021,ORD10142,PROD3,Mumbai,0,118,2682
17-02-2021,ORD10143,PROD6,Mumbai,30,120,1980
17-02-2021,ORD10144,PROD6,Surat,0,90,2910
18-02-2021,ORD10145,PROD6,Surat,15,90,2460
18-02-2021,ORD10146,PROD6,Mumbai,15,120,2430
19-02-2021,ORD10147,PROD8,Surat,30,100,1881
19-02-2021,ORD10148,PROD3,Surat,20,88,2152
20-02-2021,ORD10149,PROD3,Surat,25,88,2012
20-02-2021,ORD10150,PROD6,Hyderabad,0,110,2740
20-02-2021,ORD10151,PROD6,Hyderabad,20,110,2140
21-02-2021,ORD10152,PROD3,Surat,10,88,2432
22-02-2021,ORD10153,PROD2,Pune,2,135,2315
22-02-2021,ORD10154,PROD8,Pune,10,150,2397
22-02-2021,ORD10155,PROD6,Mumbai,15,120,2430
22-02-2021,ORD10156,PROD6,Pune,20,140,2260
22-02-2021,ORD10157,PROD7,Hyderabad,0,106,2344
23-02-2021,ORD10158,PROD8,Hyderabad,0,120,2560
23-02-2021,ORD10159,PROD1,Hyderabad,15,100,1450
23-02-2021,ORD10160,PROD8,Mumbai,0,130,2700
24-02-2021,ORD10161,PROD1,Mumbai,15,110,1590
24-02-2021,ORD10162,PROD6,Mumbai,5,120,2730
25-02-2021,ORD10163,PROD6,Surat,0,90,2910
25-02-2021,ORD10164,PROD3,Surat,0,88,2712
26-02-2021,ORD10165,PROD6,Surat,10,90,2610
27-02-2021,ORD10166,PROD9,Mumbai,0,135,4365
27-02-2021,ORD10167,PROD7,Pune,15,136,2074
27-02-2021,ORD10168,PROD6,Pune,15,140,2410
27-02-2021,ORD10169,PROD3,Hyderabad,0,108,2542
27-02-2021,ORD10170,PROD1,Mumbai,0,110,1890
28-02-2021,ORD10171,PROD7,Surat,15,86,2124
28-02-2021,ORD10172,PROD8,Surat,15,100,2305.5
01-03-2021,ORD10173,PROD6,Mumbai,3,120,2790
01-03-2021,ORD10174,PROD6,Surat,0,90,2910
01-03-2021,ORD10175,PROD6,Pune,20,140,2260
01-03-2021,ORD10176,PROD8,Mumbai,0,130,2700
01-03-2021,ORD10177,PROD6,Mumbai,10,120,2580
02-03-2021,ORD10178,PROD3,Mumbai,0,118,2682
03-03-2021,ORD10179,PROD7,Mumbai,2,116,2432
03-03-2021,ORD10180,PROD6,Mumbai,15,120,2430
03-03-2021,ORD10181,PROD8,Pune,0,150,2680
03-03-2021,ORD10182,PROD6,Pune,30,140,1960
04-03-2021,ORD10183,PROD7,Pune,0,136,2464
04-03-2021,ORD10184,PROD1,Surat,15,80,1620
05-03-2021,ORD10185,PROD6,Pune,15,140,2410
05-03-2021,ORD10186,PROD8,Hyderabad,10,120,2277
06-03-2021,ORD10187,PROD7,Hyderabad,0,106,2344
06-03-2021,ORD10188,PROD7,Surat,30,86,1734
07-03-2021,ORD10189,PROD6,Surat,0,90,2910
07-03-2021,ORD10190,PROD1,Hyderabad,12,100,1510
07-03-2021,ORD10191,PROD1,Pune,10,130,1670
07-03-2021,ORD10192,PROD3,Mumbai,0,118,2682
08-03-2021,ORD10193,PROD6,Surat,10,90,2610
08-03-2021,ORD10194,PROD8,Pune,0,150,2680
08-03-2021,ORD10195,PROD7,Pune,25,136,1814
08-03-2021,ORD10196,PROD6,Mumbai,0,120,2880
08-03-2021,ORD10197,PROD6,Surat,10,90,2610
09-03-2021,ORD10198,PROD7,Surat,15,86,2124
10-03-2021,ORD10199,PROD3,Surat,0,88,2712
10-03-2021,ORD10200,PROD3,Mumbai,0,118,2682
11-03-2021,ORD10201,PROD6,Surat,20,90,2310
11-03-2021,ORD10202,PROD6,Chennai,0,170,2680
11-03-2021,ORD10203,PROD9,Pune,30,155,2995
12-03-2021,ORD10204,PROD7,Surat,5,86,2384
12-03-2021,ORD10205,PROD2,Mumbai,0,115,2385
12-03-2021,ORD10206,PROD3,Mumbai,15,118,2262
13-03-2021,ORD10207,PROD3,Surat,10,88,2432
13-03-2021,ORD10208,PROD7,Surat,30,86,1734
13-03-2021,ORD10209,PROD2,Mumbai,0,115,2385
13-03-2021,ORD10210,PROD6,Surat,0,90,2910
13-03-2021,ORD10211,PROD2,Hyderabad,15,105,1870
14-03-2021,ORD10212,PROD3,Pune,15,138,2242
14-03-2021,ORD10213,PROD6,Hyderabad,0,110,2740
15-03-2021,ORD10214,PROD2,Surat,30,85,1665
15-03-2021,ORD10215,PROD8,Mumbai,0,130,2700
16-03-2021,ORD10216,PROD8,Pune,30,150,1831
16-03-2021,ORD10217,PROD1,Pune,20,130,1470
16-03-2021,ORD10218,PROD7,Surat,15,86,2124
16-03-2021,ORD10219,PROD3,Pune,0,138,2662
17-03-2021,ORD10220,PROD6,Surat,15,90,2460
17-03-2021,ORD10221,PROD3,Mumbai,0,118,2682
18-03-2021,ORD10222,PROD7,Pune,0,136,2464
18-03-2021,ORD10223,PROD6,Mumbai,0,120,2880
18-03-2021,ORD10224,PROD6,Surat,15,90,2460
19-03-2021,ORD10225,PROD2,Surat,0,85,2415
19-03-2021,ORD10226,PROD1,Surat,15,80,1620
19-03-2021,ORD10227,PROD8,Pune,0,150,2680
21-03-2021,ORD10228,PROD9,Mumbai,2,135,4275
21-03-2021,ORD10229,PROD6,Pune,10,140,2560
21-03-2021,ORD10230,PROD8,Surat,10,100,2447
21-03-2021,ORD10231,PROD9,Surat,15,105,3720
21-03-2021,ORD10232,PROD6,Surat,15,90,2460
21-03-2021,ORD10233,PROD6,Mumbai,15,120,2430
21-03-2021,ORD10234,PROD7,Chennai,0,166,2284
22-03-2021,ORD10235,PROD1,Pune,3,130,1810
22-03-2021,ORD10236,PROD9,Chennai,10,185,3715
22-03-2021,ORD10237,PROD6,Surat,0,90,2910
22-03-2021,ORD10238,PROD8,Surat,12,100,2390.4
23-03-2021,ORD10239,PROD6,Mumbai,0,120,2880
23-03-2021,ORD10240,PROD6,Surat,0,90,2910
24-03-2021,ORD10241,PROD3,Mumbai,15,118,2262
24-03-2021,ORD10242,PROD6,Pune,15,140,2410
24-03-2021,ORD10243,PROD3,Surat,15,88,2292
25-03-2021,ORD10244,PROD8,Hyderabad,15,120,2135.5
26-03-2021,ORD10245,PROD1,Mumbai,5,110,1790
27-03-2021,ORD10246,PROD9,Surat,0,105,4395
27-03-2021,ORD10247,PROD6,Mumbai,2,120,2820
27-03-2021,ORD10248,PROD6,Pune,12,140,2500
27-03-2021,ORD10249,PROD2,Surat,15,85,2040
27-03-2021,ORD10250,PROD6,Pune,0,140,2860
27-03-2021,ORD10251,PROD8,Surat,15,100,2305.5
28-03-2021,ORD10252,PROD3,Surat,0,88,2712
28-03-2021,ORD10253,PROD3,Surat,5,88,2572
28-03-2021,ORD10254,PROD9,Mumbai,15,135,3690
29-03-2021,ORD10255,PROD6,Surat,12,90,2550
29-03-2021,ORD10256,PROD6,Chennai,10,170,2380
29-03-2021,ORD10257,PROD8,Surat,10,100,2447
29-03-2021,ORD10258,PROD2,Surat,20,85,1915
30-03-2021,ORD10259,PROD6,Surat,15,90,2460
30-03-2021,ORD10260,PROD8,Pune,15,150,2255.5
30-03-2021,ORD10261,PROD8,Mumbai,12,130,2360.4
30-03-2021,ORD10262,PROD6,Mumbai,0,120,2880
30-03-2021,ORD10263,PROD3,Pune,0,138,2662
30-03-2021,ORD10264,PROD5,Mumbai,0,112,2088
31-03-2021,ORD10265,PROD6,Mumbai,30,120,1980
31-03-2021,ORD10266,PROD6,Mumbai,0,120,2880
01-04-2021,ORD10267,PROD7,Pune,12,136,2152
02-04-2021,ORD10268,PROD9,Surat,12,105,3855
02-04-2021,ORD10269,PROD7,Surat,3,86,2436
02-04-2021,ORD10270,PROD8,Mumbai,0,130,2700
02-04-2021,ORD10271,PROD1,Surat,0,80,1920
02-04-2021,ORD10272,PROD9,Mumbai,10,135,3915
02-04-2021,ORD10273,PROD6,Chennai,15,170,2230
02-04-2021,ORD10274,PROD7,Surat,30,86,1734
02-04-2021,ORD10275,PROD2,Surat,20,85,1915
03-04-2021,ORD10276,PROD2,Mumbai,0,115,2385
03-04-2021,ORD10277,PROD3,Surat,0,88,2712
03-04-2021,ORD10278,PROD3,Mumbai,15,118,2262
04-04-2021,ORD10279,PROD3,Chennai,12,168,2146
04-04-2021,ORD10280,PROD9,Surat,0,105,4395
04-04-2021,ORD10281,PROD8,Pune,0,150,2680
05-04-2021,ORD10282,PROD9,Chennai,25,185,3040
05-04-2021,ORD10283,PROD3,Pune,0,138,2662
05-04-2021,ORD10284,PROD5,Mumbai,10,112,1868
06-04-2021,ORD10285,PROD6,Pune,0,140,2860
06-04-2021,ORD10286,PROD2,Surat,15,85,2040
06-04-2021,ORD10287,PROD6,Pune,0,140,2860
06-04-2021,ORD10288,PROD1,Surat,0,80,1920
07-04-2021,ORD10289,PROD8,Surat,0,100,2730
07-04-2021,ORD10290,PROD6,Pune,25,140,2110
07-04-2021,ORD10291,PROD9,Surat,12,105,3855
07-04-2021,ORD10292,PROD7,Mumbai,15,116,2094
07-04-2021,ORD10293,PROD2,Pune,15,135,1990
08-04-2021,ORD10294,PROD2,Pune,0,135,2365
08-04-2021,ORD10295,PROD1,Pune,5,130,1770
09-04-2021,ORD10296,PROD6,Surat,25,90,2160
09-04-2021,ORD10297,PROD9,Mumbai,10,135,3915
09-04-2021,ORD10298,PROD9,Surat,0,105,4395
09-04-2021,ORD10299,PROD2,Surat,15,85,2040
09-04-2021,ORD10300,PROD7,Surat,10,86,2254
10-04-2021,ORD10301,PROD8,Surat,0,100,2730
10-04-2021,ORD10302,PROD6,Surat,5,90,2760
10-04-2021,ORD10303,PROD2,Hyderabad,15,105,1870
10-04-2021,ORD10304,PROD3,Mumbai,0,118,2682
10-04-2021,ORD10305,PROD6,Mumbai,0,120,2880
10-04-2021,ORD10306,PROD3,Surat,0,88,2712
10-04-2021,ORD10307,PROD3,Pune,5,138,2522
10-04-2021,ORD10308,PROD7,Mumbai,0,116,2484
10-04-2021,ORD10309,PROD1,Mumbai,0,110,1890
11-04-2021,ORD10310,PROD3,Mumbai,0,118,2682
11-04-2021,ORD10311,PROD7,Hyderabad,20,106,1824
11-04-2021,ORD10312,PROD1,Surat,0,80,1920
12-04-2021,ORD10313,PROD1,Mumbai,0,110,1890
12-04-2021,ORD10314,PROD7,Mumbai,0,116,2484
12-04-2021,ORD10315,PROD6,Surat,30,90,2010
13-04-2021,ORD10316,PROD9,Surat,30,105,3045
13-04-2021,ORD10317,PROD3,Pune,20,138,2102
14-04-2021,ORD10318,PROD3,Mumbai,0,118,2682
14-04-2021,ORD10319,PROD2,Surat,30,85,1665
15-04-2021,ORD10320,PROD6,Mumbai,15,120,2430
15-04-2021,ORD10321,PROD6,Mumbai,15,120,2430
15-04-2021,ORD10322,PROD2,Mumbai,0,115,2385
15-04-2021,ORD10323,PROD9,Mumbai,15,135,3690
16-04-2021,ORD10324,PROD6,Surat,15,90,2460
17-04-2021,ORD10325,PROD6,Surat,0,90,2910
17-04-2021,ORD10326,PROD6,Surat,0,90,2910
17-04-2021,ORD10327,PROD7,Mumbai,5,116,2354
18-04-2021,ORD10328,PROD8,Pune,5,150,2538.5
18-04-2021,ORD10329,PROD8,Surat,25,100,2022.5
18-04-2021,ORD10330,PROD9,Surat,12,105,3855
18-04-2021,ORD10331,PROD3,Pune,0,138,2662
18-04-2021,ORD10332,PROD3,Mumbai,12,118,2346
19-04-2021,ORD10333,PROD9,Mumbai,10,135,3915
19-04-2021,ORD10334,PROD9,Surat,5,105,4170
20-04-2021,ORD10335,PROD8,Mumbai,20,130,2134
20-04-2021,ORD10336,PROD3,Pune,20,138,2102
21-04-2021,ORD10337,PROD8,Pune,0,150,2680
21-04-2021,ORD10338,PROD1,Surat,15,80,1620
21-04-2021,ORD10339,PROD6,Pune,15,140,2410
21-04-2021,ORD10340,PROD8,Mumbai,0,130,2700
21-04-2021,ORD10341,PROD6,Hyderabad,0,110,2740
22-04-2021,ORD10342,PROD8,Pune,0,150,2680
22-04-2021,ORD10343,PROD1,Pune,20,130,1470
22-04-2021,ORD10344,PROD3,Pune,15,138,2242
22-04-2021,ORD10345,PROD6,Surat,20,90,2310
22-04-2021,ORD10346,PROD9,Pune,0,155,4345
22-04-2021,ORD10347,PROD3,Mumbai,15,118,2262
22-04-2021,ORD10348,PROD9,Surat,10,105,3945
22-04-2021,ORD10349,PROD6,Mumbai,10,120,2580
22-04-2021,ORD10350,PROD7,Surat,0,86,2514
22-04-2021,ORD10351,PROD3,Mumbai,30,118,1842
23-04-2021,ORD10352,PROD7,Mumbai,12,116,2172
23-04-2021,ORD10353,PROD6,Pune,0,140,2860
23-04-2021,ORD10354,PROD2,Mumbai,15,115,2010
23-04-2021,ORD10355,PROD7,Pune,5,136,2334
24-04-2021,ORD10356,PROD1,Surat,10,80,1720
24-04-2021,ORD10357,PROD3,Pune,0,138,2662
24-04-2021,ORD10358,PROD6,Chennai,0,170,2680
25-04-2021,ORD10359,PROD1,Surat,15,80,1620
25-04-2021,ORD10360,PROD1,Hyderabad,15,100,1450
25-04-2021,ORD10361,PROD3,Mumbai,15,118,2262
26-04-2021,ORD10362,PROD6,Hyderabad,15,110,2290
26-04-2021,ORD10363,PROD3,Pune,12,138,2326
27-04-2021,ORD10364,PROD6,Mumbai,0,120,2880
27-04-2021,ORD10365,PROD6,Pune,0,140,2860
27-04-2021,ORD10366,PROD9,Pune,12,155,3805
27-04-2021,ORD10367,PROD6,Pune,0,140,2860
27-04-2021,ORD10368,PROD8,Pune,15,150,2255.5
27-04-2021,ORD10369,PROD6,Surat,30,90,2010
27-04-2021,ORD10370,PROD6,Pune,30,140,1960
27-04-2021,ORD10371,PROD9,Mumbai,0,135,4365
28-04-2021,ORD10372,PROD6,Surat,10,90,2610
28-04-2021,ORD10373,PROD7,Surat,10,86,2254
28-04-2021,ORD10374,PROD7,Hyderabad,10,106,2084
29-04-2021,ORD10375,PROD1,Pune,12,130,1630
29-04-2021,ORD10376,PROD6,Surat,3,90,2820
29-04-2021,ORD10377,PROD9,Mumbai,20,135,3465
29-04-2021,ORD10378,PROD9,Mumbai,5,135,4140
29-04-2021,ORD10379,PROD3,Pune,30,138,1822
30-04-2021,ORD10380,PROD9,Pune,30,155,2995
30-04-2021,ORD10381,PROD8,Pune,0,150,2680
01-05-2021,ORD10382,PROD3,Surat,0,88,2712
01-05-2021,ORD10383,PROD6,Surat,0,90,2910
01-05-2021,ORD10384,PROD3,Mumbai,30,118,1842
01-05-2021,ORD10385,PROD6,Surat,0,90,2910
02-05-2021,ORD10386,PROD6,Surat,0,90,2910
02-05-2021,ORD10387,PROD7,Hyderabad,0,106,2344
02-05-2021,ORD10388,PROD8,Pune,12,150,2340.4
02-05-2021,ORD10389,PROD6,Pune,0,140,2860
02-05-2021,ORD10390,PROD3,Surat,15,88,2292
03-05-2021,ORD10391,PROD2,Surat,0,85,2415
03-05-2021,ORD10392,PROD9,Pune,15,155,3670
03-05-2021,ORD10393,PROD7,Surat,15,86,2124
03-05-2021,ORD10394,PROD3,Mumbai,10,118,2402
04-05-2021,ORD10395,PROD7,Mumbai,20,116,1964
04-05-2021,ORD10396,PROD3,Surat,0,88,2712
05-05-2021,ORD10397,PROD7,Surat,0,86,2514
05-05-2021,ORD10398,PROD6,Surat,15,90,2460
06-05-2021,ORD10399,PROD6,Pune,0,140,2860
06-05-2021,ORD10400,PROD6,Surat,10,90,2610
07-05-2021,ORD10401,PROD6,Mumbai,25,120,2130
07-05-2021,ORD10402,PROD8,Pune,0,150,2680
07-05-2021,ORD10403,PROD9,Surat,30,105,3045
08-05-2021,ORD10404,PROD6,Surat,15,90,2460
08-05-2021,ORD10405,PROD3,Surat,10,88,2432
08-05-2021,ORD10406,PROD3,Mumbai,10,118,2402
08-05-2021,ORD10407,PROD6,Mumbai,15,120,2430
08-05-2021,ORD10408,PROD6,Pune,30,140,1960
08-05-2021,ORD10409,PROD3,Mumbai,0,118,2682
09-05-2021,ORD10410,PROD8,Surat,12,100,2390.4
10-05-2021,ORD10411,PROD3,Surat,20,88,2152
10-05-2021,ORD10412,PROD1,Pune,0,130,1870
11-05-2021,ORD10413,PROD8,Surat,0,100,2730
11-05-2021,ORD10414,PROD6,Mumbai,0,120,2880
12-05-2021,ORD10415,PROD6,Surat,15,90,2460
12-05-2021,ORD10416,PROD6,Surat,0,90,2910
12-05-2021,ORD10417,PROD8,Surat,15,100,2305.5
12-05-2021,ORD10418,PROD3,Hyderabad,25,108,1842
12-05-2021,ORD10419,PROD6,Surat,15,90,2460
12-05-2021,ORD10420,PROD3,Surat,12,88,2376
13-05-2021,ORD10421,PROD6,Surat,12,90,2550
13-05-2021,ORD10422,PROD3,Pune,20,138,2102
13-05-2021,ORD10423,PROD5,Mumbai,0,112,2088
14-05-2021,ORD10424,PROD9,Surat,15,105,3720
14-05-2021,ORD10425,PROD7,Surat,15,86,2124
14-05-2021,ORD10426,PROD1,Mumbai,0,110,1890
14-05-2021,ORD10427,PROD6,Pune,12,140,2500
14-05-2021,ORD10428,PROD6,Mumbai,12,120,2520
15-05-2021,ORD10429,PROD6,Surat,0,90,2910
15-05-2021,ORD10430,PROD6,Surat,0,90,2910
15-05-2021,ORD10431,PROD9,Mumbai,25,135,3240
15-05-2021,ORD10432,PROD1,Surat,15,80,1620
15-05-2021,ORD10433,PROD1,Pune,10,130,1670
16-05-2021,ORD10434,PROD1,Mumbai,0,110,1890
16-05-2021,ORD10435,PROD7,Surat,12,86,2202
16-05-2021,ORD10436,PROD3,Mumbai,10,118,2402
17-05-2021,ORD10437,PROD6,Surat,0,90,2910
17-05-2021,ORD10438,PROD5,Mumbai,0,112,2088
17-05-2021,ORD10439,PROD8,Surat,12,100,2390.4
17-05-2021,ORD10440,PROD8,Surat,15,100,2305.5
17-05-2021,ORD10441,PROD6,Mumbai,15,120,2430
18-05-2021,ORD10442,PROD8,Mumbai,0,130,2700
18-05-2021,ORD10443,PROD8,Mumbai,0,130,2700
18-05-2021,ORD10444,PROD1,Surat,0,80,1920
18-05-2021,ORD10445,PROD8,Pune,15,150,2255.5
18-05-2021,ORD10446,PROD8,Pune,12,150,2340.4
18-05-2021,ORD10447,PROD6,Surat,3,90,2820
18-05-2021,ORD10448,PROD8,Mumbai,20,130,2134
18-05-2021,ORD10449,PROD9,Surat,15,105,3720
19-05-2021,ORD10450,PROD2,Mumbai,3,115,2310
20-05-2021,ORD10451,PROD2,Hyderabad,25,105,1620
20-05-2021,ORD10452,PROD3,Pune,15,138,2242
20-05-2021,ORD10453,PROD6,Pune,0,140,2860
20-05-2021,ORD10454,PROD6,Pune,12,140,2500
21-05-2021,ORD10455,PROD3,Mumbai,15,118,2262
22-05-2021,ORD10456,PROD6,Mumbai,0,120,2880
22-05-2021,ORD10457,PROD6,Pune,15,140,2410
22-05-2021,ORD10458,PROD6,Surat,15,90,2460
23-05-2021,ORD10459,PROD6,Surat,25,90,2160
23-05-2021,ORD10460,PROD6,Surat,0,90,2910
23-05-2021,ORD10461,PROD6,Surat,0,90,2910
23-05-2021,ORD10462,PROD7,Surat,0,86,2514
24-05-2021,ORD10463,PROD6,Surat,30,90,2010
24-05-2021,ORD10464,PROD9,Mumbai,0,135,4365
24-05-2021,ORD10465,PROD6,Hyderabad,5,110,2590
26-05-2021,ORD10466,PROD9,Hyderabad,0,125,4225
